gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cell	CancerHR-proficient	CancerHRD	DC	EC	Fibroblast	Mast	Myeloid	T_cell
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS0DD047CC3	0.006	0.026	0.01	0.012	0.034	0.032	0.0	0.018	0.007
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS0778FEF01	0.006	0.026	0.01	0.012	0.034	0.032	0.0	0.018	0.007
ACVR1B	P36896	True	ACV1B_HUMAN	NODAL_receptor_IbIIa_TDGF1	CPI-CS060B4E81F	0.0	0.0	0.002	0.0	0.014	0.0	0.0	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	NODAL_receptor_IbIIb_TDGF1	CPI-CS05AEAC684	0.0	0.0	0.002	0.0	0.014	0.0	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC0D97B02B1	0.006	0.002	0.002	0.002	0.001	0.002	0.0	0.001	0.009
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC0680A24B2	0.006	0.002	0.002	0.002	0.001	0.002	0.0	0.001	0.009
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC0492F9C60	0.006	0.002	0.002	0.002	0.001	0.002	0.0	0.001	0.009
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CS096F1E209	0.006	0.002	0.002	0.002	0.001	0.002	0.0	0.001	0.009
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC099977BFA	0.006	0.002	0.002	0.002	0.001	0.002	0.0	0.001	0.007
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC0BCF8F0E9	0.006	0.002	0.002	0.002	0.001	0.002	0.0	0.001	0.007
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC065C6CA6D	0.006	0.002	0.002	0.002	0.001	0.002	0.0	0.001	0.007
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CS09DFE4623	0.006	0.002	0.002	0.002	0.001	0.002	0.0	0.001	0.007
ACVR1C	Q8NER5	True	ACV1C_HUMAN	NODAL_receptor_IcIIb_TDGF1	CPI-CS02FBABE5A	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
ADIPOR1	Q96A54	True	ADR1_HUMAN	ADR_complex	CPI-CS0D9F0FAFD	0.078	0.105	0.085	0.132	0.21	0.129	0.096	0.165	0.113
ADIPOR2	Q86V24	True	ADR2_HUMAN	ADR_complex	CPI-CS0D9F0FAFD	0.078	0.105	0.085	0.132	0.21	0.129	0.096	0.165	0.113
CYP17A1	P05093	True	CP17A_HUMAN	Androstenedione_byCYP17A1	CPI-CS0D5502736	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
BCR	P11274	True	BCR_HUMAN	BCR_CD45_CD22	CPI-CS037C1C02B	0.016	0.023	0.008	0.018	0.007	0.003	0.02	0.03	0.001
PTPRC	P08575	True	PTPRC_HUMAN	BCR_CD45_CD22	CPI-CS037C1C02B	0.016	0.023	0.008	0.018	0.007	0.003	0.02	0.03	0.001
CD22	P20273	True	CD22_HUMAN	BCR_CD45_CD22	CPI-CS037C1C02B	0.016	0.023	0.008	0.018	0.007	0.003	0.02	0.03	0.001
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.019	0.06	0.039	0.009	0.005	0.19	0.05	0.027	0.039
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.019	0.06	0.039	0.009	0.005	0.19	0.05	0.027	0.039
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.019	0.06	0.039	0.009	0.005	0.19	0.05	0.027	0.039
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.019	0.06	0.039	0.009	0.005	0.19	0.05	0.027	0.039
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.019	0.06	0.039	0.009	0.005	0.19	0.05	0.027	0.039
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.019	0.06	0.039	0.009	0.005	0.19	0.05	0.027	0.039
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.019	0.06	0.039	0.009	0.005	0.19	0.05	0.027	0.039
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.019	0.06	0.039	0.009	0.005	0.19	0.05	0.027	0.039
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.008	0.014	0.013	0.009	0.005	0.117	0.0	0.027	0.015
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.008	0.014	0.013	0.009	0.005	0.117	0.0	0.027	0.015
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.008	0.014	0.013	0.009	0.005	0.117	0.0	0.027	0.015
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.008	0.014	0.013	0.009	0.005	0.117	0.0	0.027	0.015
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.008	0.014	0.013	0.009	0.005	0.117	0.0	0.027	0.015
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.008	0.014	0.013	0.009	0.005	0.117	0.0	0.027	0.015
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	0.008	0.014	0.013	0.009	0.005	0.117	0.0	0.027	0.015
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS05789C9A0	0.008	0.014	0.013	0.009	0.005	0.117	0.0	0.027	0.015
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0DAA66443	0.008	0.014	0.013	0.009	0.005	0.117	0.0	0.027	0.015
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0C99F8D96	0.006	0.026	0.01	0.009	0.005	0.032	0.0	0.018	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0CA393CC5	0.006	0.026	0.01	0.009	0.005	0.032	0.0	0.018	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS076E1A639	0.006	0.026	0.01	0.009	0.005	0.032	0.0	0.018	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS017A50010	0.006	0.026	0.01	0.009	0.005	0.032	0.0	0.018	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BE59B43E	0.006	0.026	0.01	0.009	0.005	0.032	0.0	0.018	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BCDC40FC	0.006	0.026	0.01	0.009	0.005	0.032	0.0	0.018	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0E5078EDE	0.006	0.026	0.01	0.009	0.005	0.032	0.0	0.018	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS036BF2AC7	0.006	0.026	0.01	0.009	0.005	0.032	0.0	0.018	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	MIS_receptor_1	CPI-CS0724C54D2	0.0	0.0	0.0	0.0	0.0	0.0	0.236	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS08109C435	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS02C93975C	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0EF793D6A	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0484364A2	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0C623F17A	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS027D7A724	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0700FDD27	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0DF85303A	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01A4D7E2F	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01319F57A	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS08A043594	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS02957B1BF	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0D9226707	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0BDA0D08C	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS069E2161D	0.0	0.005	0.01	0.0	0.0	0.041	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS08A853007	0.0	0.005	0.01	0.0	0.0	0.032	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0BEC40E19	0.0	0.005	0.01	0.0	0.0	0.032	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0C0D60519	0.0	0.005	0.01	0.0	0.0	0.032	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS03DF8BD36	0.0	0.005	0.01	0.0	0.0	0.032	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	0.0	0.005	0.01	0.0	0.0	0.032	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	0.0	0.005	0.01	0.0	0.0	0.032	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS027F8BD7E	0.0	0.005	0.01	0.0	0.0	0.032	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS055E15573	0.0	0.005	0.01	0.0	0.0	0.032	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS089A36491	0.0	0.005	0.01	0.0	0.0	0.032	0.0	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	MIS_receptor_2	CPI-CS0F32EB9F1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	True	FGFR4_HUMAN	BetaKlotho_FGFR4	CPI-CS0CB8E6064	0.0	0.003	0.001	0.0	0.001	0.0	0.0	0.0	0.0
KLB	Q86Z14	True	KLOTB_HUMAN	BetaKlotho_FGFR4	CPI-CS0CB8E6064	0.0	0.003	0.001	0.0	0.001	0.0	0.0	0.0	0.0
CD8A	P01732	True	CD8A_HUMAN	CD8_receptor	CPI-CS0DBD5CD16	0.028	0.022	0.047	0.017	0.018	0.016	0.011	0.026	0.723
CD8B	P10966	True	CD8B_HUMAN	CD8_receptor	CPI-CS0DBD5CD16	0.028	0.022	0.047	0.017	0.018	0.016	0.011	0.026	0.723
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.002	0.003	0.006	0.0	0.0	0.004	0.002	0.003	0.14
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.001	0.002	0.002	0.001	0.0	0.001	0.0	0.001	0.064
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.001	0.002	0.004	0.001	0.0	0.001	0.0	0.001	0.091
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.002	0.003	0.006	0.0	0.0	0.004	0.002	0.003	0.14
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.001	0.002	0.002	0.001	0.0	0.001	0.0	0.001	0.064
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.001	0.002	0.004	0.001	0.0	0.001	0.0	0.001	0.091
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-CS0F5F74D37	0.0	0.002	0.02	0.0	0.0	0.023	0.0	0.0	0.0
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-CS04EC47889	0.0	0.002	0.02	0.0	0.0	0.023	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-CS0F5F74D37	0.0	0.002	0.02	0.0	0.0	0.023	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-CS04EC47889	0.0	0.002	0.02	0.0	0.0	0.023	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS0E661878B	0.002	0.049	0.028	0.0	0.595	0.107	0.0	0.003	0.003
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS07B61574B	0.002	0.049	0.028	0.0	0.595	0.107	0.0	0.003	0.003
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-CS0F5F74D37	0.0	0.002	0.02	0.0	0.0	0.023	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-CS04EC47889	0.0	0.002	0.02	0.0	0.0	0.023	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	IL11_receptor	CPI-CS0B41A1AAE	0.008	0.022	0.013	0.022	0.028	0.091	0.019	0.021	0.027
IL6ST	P40189	True	IL6RB_HUMAN	IL6_receptor	CPI-CS023BD53E7	0.085	0.019	0.061	0.384	0.045	0.034	0.129	0.31	0.166
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS0E661878B	0.002	0.049	0.028	0.0	0.595	0.107	0.0	0.003	0.003
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS07B61574B	0.002	0.049	0.028	0.0	0.595	0.107	0.0	0.003	0.003
IL6ST	P40189	True	IL6RB_HUMAN	OSMR	CPI-CS06D50EBF8	0.002	0.027	0.059	0.0	0.202	0.321	0.0	0.007	0.003
AMN	Q9BXJ7	True	AMNLS_HUMAN	CUBN_AMN_complex	CPI-CS037E41952	0.003	0.003	0.003	0.011	0.003	0.002	0.002	0.002	0.008
CUBN	O60494	True	CUBN_HUMAN	CUBN_AMN_complex	CPI-CS037E41952	0.003	0.003	0.003	0.011	0.003	0.002	0.002	0.002	0.008
CYP27B1	O15528	True	CP27B_HUMAN	Calcitriol_byCYP27B1	CPI-CS01DAEDE79	0.003	0.008	0.003	0.002	0.002	0.006	0.0	0.014	0.002
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS06A0713BD	0.0	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.001
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS0CDFC0C7D	0.0	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.001
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS0D81115C8	0.024	0.51	0.128	0.032	0.066	0.054	0.023	0.045	0.024
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS03D61E885	0.024	0.51	0.128	0.032	0.066	0.054	0.023	0.045	0.024
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Cholesterol_byDHCR7	CPI-CS06C6527F4	0.031	0.074	0.1	0.016	0.055	0.024	0.003	0.032	0.042
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Cholesterol_byDHCR7	CPI-CS0BEF10547	0.031	0.074	0.1	0.016	0.055	0.024	0.003	0.032	0.042
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS086D3E39F	0.031	0.074	0.1	0.016	0.055	0.024	0.003	0.032	0.042
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS0DC57DE37	0.031	0.074	0.1	0.016	0.055	0.024	0.003	0.032	0.042
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0406B0B69	0.099	0.09	0.072	0.23	0.384	0.156	0.109	0.805	0.141
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0F51152EA	0.099	0.09	0.072	0.23	0.384	0.156	0.109	0.805	0.141
SULT1E1	P49888	True	ST1E1_HUMAN	DHEAsulfate_bySULT1E1	CPI-CS0917E42F5	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
SULT1E1	P49888	True	ST1E1_HUMAN	DHEAsulfate_bySULT1E1	CPI-CS06B596CD2	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
SULT1E1	P49888	True	ST1E1_HUMAN	DHEAsulfate_bySULT1E1	CPI-CS0F71EE8D0	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
SULT1A1	P50225	True	ST1A1_HUMAN	DHEAsulfate_bySULT2B	CPI-CS0412B081A	0.034	0.102	0.063	0.069	0.016	0.08	0.237	0.214	0.052
SULT1A1	P50225	True	ST1A1_HUMAN	DHEAsulfate_bySULT2B	CPI-CS0D89E7C19	0.034	0.102	0.063	0.069	0.016	0.08	0.237	0.214	0.052
SULT1A1	P50225	True	ST1A1_HUMAN	DHEAsulfate_bySULT2B	CPI-CS099F73A95	0.034	0.102	0.063	0.069	0.016	0.08	0.237	0.214	0.052
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS0259A0EB4	0.012	0.009	0.022	0.073	0.034	0.02	0.132	0.151	0.101
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS05760BB78	0.012	0.009	0.022	0.073	0.034	0.02	0.132	0.151	0.101
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS09B8977D7	0.012	0.009	0.022	0.073	0.034	0.02	0.132	0.151	0.101
CYP21A2	P08686	True	CP21A_HUMAN	Desoxycorticosterone_byCYP21A2	CPI-CS012A5546C	0.001	0.006	0.002	0.001	0.001	0.004	0.0	0.001	0.001
SRD5A1	P18405	True	S5A1_HUMAN	Dihydrotestosterone_bySRD5A1	CPI-CS0EC7F7C75	0.046	0.051	0.104	0.144	0.057	0.076	0.05	0.108	0.053
SRD5A2	P31213	True	S5A2_HUMAN	Dihydrotestosterone_bySRD5A2	CPI-CS0D228AF4D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRD5A3	Q9H8P0	True	PORED_HUMAN	Dihydrotestosterone_bySRD5A3	CPI-CS039E9FE7F	0.055	0.162	0.155	0.173	0.154	0.111	0.066	0.219	0.048
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09918B680	0.001	0.022	0.02	0.004	0.013	0.002	0.0	0.001	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS043102EAA	0.001	0.022	0.02	0.004	0.013	0.002	0.0	0.001	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0AB9AD0C3	0.001	0.022	0.02	0.004	0.013	0.002	0.0	0.001	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09342A843	0.001	0.022	0.02	0.004	0.013	0.002	0.0	0.001	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS07947C107	0.001	0.022	0.02	0.004	0.013	0.002	0.0	0.001	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D4E32D9D	0.001	0.022	0.02	0.004	0.013	0.002	0.0	0.001	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0A5499A2C	0.001	0.022	0.02	0.004	0.013	0.002	0.0	0.001	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS05F96EA59	0.001	0.022	0.02	0.004	0.013	0.002	0.0	0.001	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D33FF37B	0.001	0.022	0.02	0.004	0.013	0.002	0.0	0.001	0.002
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0669F64A4	0.0	0.0	0.001	0.0	0.0	0.007	0.0	0.013	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS029C8858F	0.0	0.0	0.001	0.0	0.0	0.007	0.0	0.013	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0B87D36A1	0.0	0.0	0.001	0.0	0.0	0.007	0.0	0.013	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0DAC88EFA	0.0	0.0	0.001	0.0	0.0	0.007	0.0	0.013	0.0
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0EF401B5F	0.006	0.016	0.011	0.005	0.006	0.02	0.013	0.005	0.006
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0168A25C9	0.006	0.016	0.011	0.005	0.006	0.02	0.013	0.005	0.006
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0A04F7238	0.006	0.016	0.011	0.005	0.006	0.02	0.013	0.005	0.006
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0B08AEA2D	0.006	0.016	0.011	0.005	0.006	0.02	0.013	0.005	0.006
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-CS00426FECA	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-CS04A96900E	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-CS0DC43F5B8	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-CS0B440E124	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-CS00426FECA	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-CS04A96900E	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-CS0DC43F5B8	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-CS0B440E124	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS03B3DCBA3	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS0DB2153A6	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS0621C1CFD	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS0CF5A502A	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS08B0C4086	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS02A1759A7	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS09AF6EAE2	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS06879CDAE	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS07C7FE1E6	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS03DB6EA2A	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS0534F02DF	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS02C36592B	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS023DB57C8	0.001	0.045	0.036	0.0	0.033	0.033	0.0	0.004	0.001
